route_id,route_long_name,route_color,trip_id,service_id,direction_id,stop_sequence,stop_name,stop_lat,stop_lon,location_type,shape_pt_sequence,shape_id
1c,pesanggrahan - blok m,d65e62,1c-r01,sh,0,7,jln. gambas kodam bintaro,-6.259766,106.7573,0,1,1c-r01_shp
1c,pesanggrahan - blok m,d65e62,1c-r02,sh,1,7,taman puring,-6.240966,106.78873,0,1,1c-r02_shp
1c,pesanggrahan - blok m,d65e62,1c-r01,sh,0,8,sd kartika x-4,-6.259431,106.75611,0,1,1c-r01_shp
1c,pesanggrahan - blok m,d65e62,1c-r02,sh,1,8,kebayoran baru velbak 1,-6.239561,106.78532,0,1,1c-r02_shp
1c,pesanggrahan - blok m,d65e62,1c-r01,sh,0,9,yon arhanud - 10 pesanggrahan,-6.258076,106.75626,0,1,1c-r01_shp
1c,pesanggrahan - blok m,d65e62,1c-r02,sh,1,9,jln. makam,-6.238418,106.77745,0,1,1c-r02_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,0,blok m jalur 3,-6.243426,106.80188,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,0,taman ddn,-6.312565,106.7965,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,1,smpn 85,-6.31244,106.79533,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,1,taman martha tiahahu,-6.242892,106.79838,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,10,sbr. golden fatmawati,-6.27688,106.79783,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,10,smkn 28,-6.284944,106.79578,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,11,rs setia mitra 2,-6.281358,106.79617,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,11,st. cipete raya 1,-6.278374,106.79746,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,12,st. cipete raya 2,-6.278423,106.79716,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,12,rs setia mitra 1,-6.281325,106.7964,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,13,wisma subud,-6.28496,106.79596,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,13,golden fatmawati,-6.276685,106.79761,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,14,jln. mangga,-6.27047,106.79737,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,14,jln. cilandak v,-6.287313,106.79558,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,15,h. nawi jln. madrasah,-6.268026,106.79712,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,15,simpang fatmawati,-6.291232,106.79533,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,16,sbr. itc fatmawati,-6.26343,106.7969,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,16,rs fatmawati,-6.29354,106.79522,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,17,dapsus 1,-6.301135,106.79484,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,17,jln. gotong royong,-6.260007,106.79662,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,18,st. blok a petogogan,-6.254711,106.79713,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,18,one belpark 1,-6.304695,106.79445,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,19,jln. sungai sambas vi,-6.246441,106.7978,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,19,jln. pinang raya,-6.308942,106.79372,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,2,ps. pondok labu,-6.312034,106.79409,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,2,taman panglima polim,-6.251369,106.79751,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,20,plaza blok m,-6.244978,106.79752,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,20,graha werdatama pondok labu,-6.309163,106.79461,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,21,sekolahan kwitang 6 pskd,-6.241543,106.79607,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,21,jln. pinang ii pondok labu,-6.310414,106.79665,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,22,jln. bulungan 2,-6.239771,106.79658,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,22,taman ddn,-6.312565,106.7965,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,23,blok m jalur 3,-6.243426,106.80188,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,3,jln. h. ipin,-6.311098,106.79357,0,1,1e-r01_shp
